Chromosome,Start,Stop,MANE,Version
chr3,141368503,141449792,ENST00000321464,7
chr3,141487026,141615344,ENST00000286364,9
chr3,141738297,141747560,ENST00000273480,4
chr3,141763407,141819352,ENST00000682958,1
chr3,141876642,141926549,ENST00000286371,8
chr3,141944427,142149544,ENST00000489671,6
chr3,142157526,142225585,ENST00000392993,7
chr3,142306609,142448037,ENST00000392981,7
chr3,142449234,142578733,ENST00000350721,9
chr3,142596392,142713664,ENST00000457734,7
chr3,142724033,142807888,ENST00000476941,6
chr3,142817873,142889083,ENST00000295992,8
chr3,142954584,142963674,ENST00000340634,6
chr3,143001569,143060725,ENST00000473835,7
chr3,143119770,143124014,ENST00000309575,5
chr3,143265221,143848468,ENST00000316549,11
chr3,143971822,143992368,ENST00000315691,8
chr3,146069439,146161184,ENST00000282903,10
chr3,146192334,146251105,ENST00000354952,7
chr3,146433287,146469561,ENST00000696113,1
chr3,146515179,146544607,ENST00000342435,9
chr3,146585836,146605346,ENST00000443512,2
chr3,147386045,147406543,ENST00000383075,8
chr3,147409364,147416719,ENST00000282928,5
chr3,148697902,148743003,ENST00000349243,8
chr3,148827810,148860187,ENST00000282957,9
chr3,148865295,148897203,ENST00000296046,4
chr3,148991539,149031775,ENST00000345003,9
chr3,149030126,149086533,ENST00000310053,10
chr3,149129637,149173732,ENST00000296051,7
chr3,149172496,149221829,ENST00000264613,11
chr3,149318497,149333636,ENST00000296059,7
chr3,149369021,149377649,ENST00000305366,8
chr3,149474696,149503394,ENST00000305354,5
chr3,149517234,149658025,ENST00000360632,8
chr3,149738471,149752489,ENST00000473414,6
chr3,149761099,149792554,ENST00000446160,7
chr3,149813214,149962139,ENST00000392894,8
chr3,149964903,149970895,ENST00000239940,12
chr3,150408297,150466422,ENST00000688009,1
chr3,150541997,150546496,ENST00000239944,7
chr3,150546786,150586016,ENST00000460851,6
chr3,150603320,150630436,ENST00000471696,6
chr3,150659884,150703920,ENST00000295910,11
chr3,150741124,150763169,ENST00000312960,4
chr3,150870375,150905439,ENST00000465419,7
chr3,150926566,150972727,ENST00000327047,6
chr3,151085663,151436653,ENST00000687756,1
chr3,151197831,151203216,ENST00000309180,6
chr3,151212116,151278542,ENST00000309170,8
chr3,151294085,151316820,ENST00000260843,5
chr3,151326311,151329549,ENST00000325602,6
chr3,151336842,151384753,ENST00000302632,4
chr3,151436202,151461061,ENST00000282466,4
chr3,151733926,151761339,ENST00000356517,4
chr3,151814115,151828488,ENST00000232892,12
chr3,151873642,151884619,ENST00000362032,6
chr3,152268928,152465780,ENST00000324210,10
chr3,152835130,152841439,ENST00000305097,6
chr3,153162225,153170627,ENST00000323534,5
chr3,154121389,154257825,ENST00000465093,6
chr3,154272545,154324487,ENST00000496811,6
chr3,154334942,154430190,ENST00000389740,3
chr3,155080318,155183704,ENST00000360490,7
chr3,155290226,155293683,ENST00000489090,2
chr3,155479880,155745071,ENST00000460012,7
chr3,155762616,155806278,ENST00000340171,7
chr3,155821023,155854427,ENST00000643144,2
chr3,155870649,155944020,ENST00000496455,7
chr3,156120577,156538605,ENST00000490337,6
chr3,156539552,156555117,ENST00000265044,7
chr3,156674589,156706770,ENST00000295924,12
chr3,156826352,157046129,ENST00000356539,9
chr3,157147552,157160147,ENST00000295926,8
chr3,157259741,157503416,ENST00000362010,7
chr3,157436849,157443633,ENST00000295927,4
chr3,158095904,158106420,ENST00000483851,7
chr3,158110088,158545730,ENST00000611884,5
chr3,158571193,158606456,ENST00000466246,7
chr3,158644526,158695581,ENST00000486715,6
chr3,158666413,158672648,ENST00000264265,4
chr3,158696891,158732457,ENST00000237696,10
chr3,158802053,158829716,ENST00000415822,8
chr3,159069318,159263747,ENST00000397832,7
chr3,159273243,159897359,ENST00000638749,2
chr3,159988834,159996019,ENST00000699704,1
chr3,160225421,160228213,ENST00000326474,5
chr3,160256985,160399225,ENST00000326448,12
chr3,160399649,160434953,ENST00000357388,8
chr3,160435502,160449786,ENST00000309784,9
chr3,160495006,160565571,ENST00000334256,9
chr3,160677159,160678448,ENST00000320767,4
chr3,160756230,161078902,ENST00000498165,6
chr3,161083882,161105349,ENST00000320474,10
chr3,161221310,161252307,ENST00000351193,7
chr3,161344797,161371517,ENST00000620149,2
chr3,161496807,161503942,ENST00000327928,4
chr3,164978897,165078496,ENST00000264382,8
chr3,165186719,165196384,ENST00000475390,2
chr3,165772903,165837423,ENST00000264381,8
chr3,167239842,167380297,ENST00000675490,1
chr3,167441932,167474042,ENST00000264677,9
chr3,167478683,167653942,ENST00000682715,1
chr3,167683297,167734892,ENST00000392750,7
chr3,167735720,167825569,ENST00000446050,7
chr3,168008688,168095924,ENST00000470487,6
chr3,169083506,169663712,ENST00000651503,2
chr3,169766920,169769561,ENST00000330368,3
chr3,169773395,169789716,ENST00000349841,10
chr3,169793002,169812904,ENST00000446859,7
chr3,169812869,169837773,ENST00000340806,7
chr3,169839171,169869935,ENST00000316428,10
chr3,169911571,169939175,ENST00000335556,7
chr3,169966806,169998373,ENST00000337002,9
chr3,170037994,170085392,ENST00000355897,10
chr3,170087583,170181733,ENST00000495893,7
chr3,170222423,170305977,ENST00000295797,5
chr3,170357714,170396835,ENST00000259119,9
chr3,170418867,170434691,ENST00000064724,8
chr3,170459547,170586075,ENST00000231706,6
chr3,170864874,170870195,ENST00000295830,13
chr3,170888417,170908637,ENST00000295822,7
chr3,170996346,171026720,ENST00000314251,8
chr3,171058413,171460405,ENST00000436636,7
chr3,171600403,171810483,ENST00000351298,9
chr3,171843348,171859318,ENST00000334567,9
chr3,172039577,172401669,ENST00000415807,7
chr3,172443290,172448456,ENST00000241256,3
chr3,172505507,172523430,ENST00000241261,7
chr3,172630248,172711067,ENST00000475381,7
chr3,172750725,172821474,ENST00000392692,8
chr3,172889356,173141235,ENST00000351008,4
chr3,173397743,174294372,ENST00000695368,1
chr3,174859333,175810548,ENST00000454872,6
chr3,177019343,177197482,ENST00000457928,7
chr3,178536435,178844429,ENST00000452583,6
chr3,179017222,179071809,ENST00000311417,7
chr3,179148356,179240093,ENST00000263967,4
chr3,179242770,179251114,ENST00000392685,7
chr3,179323030,179338583,ENST00000496856,6
chr3,179347708,179394936,ENST00000471841,6
chr3,179396087,179451470,ENST00000232564,8
chr3,179562925,179588407,ENST00000429709,7
chr3,179588284,179604638,ENST00000476781,6
chr3,179604793,179627647,ENST00000259037,8
chr3,179653039,179789401,ENST00000263966,8
chr3,179794957,180036937,ENST00000467460,6
chr3,180602162,180611130,ENST00000296015,9
chr3,180614007,180679489,ENST00000476379,6
chr3,180912669,180982753,ENST00000357559,9
chr3,180983708,180989736,ENST00000382564,8
chr3,181711924,181714436,ENST00000325404,3
chr3,182793503,182921629,ENST00000323116,10
chr3,182938073,182980538,ENST00000292782,9
chr3,183015217,183099496,ENST00000265594,9
chr3,183122214,183162734,ENST00000265598,8
chr3,183178040,183428619,ENST00000328913,8
chr3,183253252,183273385,ENST00000326505,4
chr3,183487550,183555706,ENST00000341319,8
chr3,183635622,183684519,ENST00000242810,11
chr3,183697796,183812624,ENST00000305135,10
chr3,183815921,183825577,ENST00000318631,8
chr3,183829270,183884880,ENST00000317096,9
chr3,183919933,184017884,ENST00000334444,11
chr3,184031741,184039369,ENST00000428798,7
chr3,184053046,184060673,ENST00000318351,2
chr3,184097063,184106995,ENST00000415389,6
chr3,184135357,184145311,ENST00000648915,2
chr3,184155376,184173614,ENST00000313143,9
chr3,184174854,184184091,ENST00000292807,9
chr3,184186198,184194005,ENST00000429586,7
chr3,184229584,184242329,ENST00000691901,1
chr3,184242300,184248962,ENST00000397676,8
chr3,184249671,184258759,ENST00000324557,9
chr3,184259212,184261553,ENST00000296238,4
chr3,184276021,184293031,ENST00000404464,8
chr3,184299240,184309050,ENST00000310118,9
chr3,184314605,184335353,ENST00000346169,7
chr3,184337599,184346275,ENST00000383847,7
chr3,184346184,184361605,ENST00000265593,9
chr3,184361709,184368591,ENST00000456318,6
chr3,184371934,184378207,ENST00000647395,1
chr3,184380053,184389829,ENST00000204604,6
chr3,184561784,184582408,ENST00000330394,3
chr3,184710363,184712064,ENST00000317897,5
chr3,184812165,185052604,ENST00000625842,3
chr3,185076837,185153060,ENST00000335012,3
chr3,185190623,185254049,ENST00000231887,8
chr3,185363135,185489094,ENST00000265026,8
chr3,185489600,185499035,ENST00000421852,6
chr3,185506261,185552588,ENST00000296252,9
chr3,185586294,185633551,ENST00000296257,10
chr3,185643129,185825042,ENST00000382199,7
chr3,185914557,185938014,ENST00000453386,7
chr3,186046313,186109089,ENST00000306376,10
chr3,186147200,186362234,ENST00000265022,8
chr3,186538442,186544380,ENST00000307944,6
chr3,186546066,186567339,ENST00000338733,10
chr3,186570719,186585793,ENST00000265028,8
chr3,186613059,186621318,ENST00000411641,7
chr3,186640398,186653141,ENST00000265029,8
chr3,186666013,186678234,ENST00000232003,5
chr3,186717358,186744410,ENST00000644859,2
chr3,186783576,186789897,ENST00000323963,10
chr3,186789899,186806482,ENST00000296273,7
chr3,186842709,186858463,ENST00000320741,7
chr3,186930525,187078553,ENST00000169298,8
chr3,187120947,187139496,ENST00000296277,9
chr3,187197485,187201462,ENST00000312295,5
chr3,187217281,187291737,ENST00000337774,10
chr3,187234081,187291737,ENST00000296280,11
chr3,187368384,187372076,ENST00000259030,3
chr3,187668911,187670394,ENST00000287641,4
chr3,187698258,187702557,ENST00000358241,1
chr3,187721380,187745468,ENST00000406870,7
chr3,188154156,188890671,ENST00000617246,5
chr3,189171970,189325304,ENST00000345063,8
chr3,189631388,189897276,ENST00000264731,8
chr3,189789658,189897276,ENST00000354600,10
chr3,189956727,190120897,ENST00000319332,10
chr3,190305706,190322446,ENST00000295522,4
chr3,190388162,190412138,ENST00000264734,3
chr3,190428654,190449901,ENST00000354905,3
chr3,190514084,190651514,ENST00000447382,6
chr3,190852736,190862694,ENST00000442080,6
chr3,191199240,191265615,ENST00000682035,1
chr3,191267167,191330526,ENST00000340524,10
chr3,191329393,191398659,ENST00000392455,9
chr3,191461162,191461456,ENST00000518817,1
chr3,192139389,192727541,ENST00000445105,7
chr3,192796814,192917856,ENST00000392452,3
chr3,193241221,193270855,ENST00000264735,4
chr3,193274788,193378753,ENST00000342358,9
chr3,193398966,193554895,ENST00000342695,9
chr3,193593207,193697811,ENST00000361510,8
chr3,194136147,194138732,ENST00000232424,4
chr3,194339767,194351328,ENST00000323830,4
chr3,194355248,194369743,ENST00000347624,4
chr3,194394820,194399266,ENST00000692618,1
chr3,194402676,194487002,ENST00000645319,2
chr3,194587677,194633419,ENST00000347147,9
chr3,194640790,194672191,ENST00000265245,10
chr3,194685882,194689037,ENST00000329759,6
chr3,195068283,195271159,ENST00000310380,11
chr3,195274744,195443020,ENST00000326793,11
chr3,195514427,195543325,ENST00000618156,5
chr3,195568704,195583940,ENST00000343267,8
chr3,195720977,195733551,ENST00000447234,7
chr3,195746770,195811929,ENST00000463781,8
chr3,195863363,195908551,ENST00000672887,2
chr3,196049283,196082090,ENST00000360110,9
chr3,196197451,196211400,ENST00000296326,8
chr3,196216533,196233427,ENST00000296327,10
chr3,196234367,196287726,ENST00000431016,6
chr3,196291218,196318240,ENST00000325318,10
chr3,196323546,196338388,ENST00000273695,4
chr3,196347661,196432427,ENST00000296328,9
chr3,196468782,196503768,ENST00000318037,3
chr3,196506878,196515346,ENST00000397537,3
chr3,196554176,196568554,ENST00000332629,7
chr3,196568659,196589059,ENST00000311630,7
chr3,196639693,196662004,ENST00000328557,5
chr3,196706276,196712250,ENST00000409690,5
chr3,196712376,196736007,ENST00000392391,9
chr3,196739856,196832647,ENST00000327134,7
chr3,196867919,196934714,ENST00000323460,10
chr3,196935405,196942528,ENST00000321256,10
chr3,196942673,196943543,ENST00000602845,2
chr3,196946355,196968833,ENST00000412723,6
chr3,197001739,197029817,ENST00000296350,10
chr3,197042559,197298612,ENST00000667157,1
chr3,197509782,197555968,ENST00000392379,6
chr3,197668866,197736904,ENST00000296343,10
chr3,197749882,197787596,ENST00000241502,9
chr3,197791253,197888436,ENST00000425562,7
chr3,197889076,197959991,ENST00000265239,11
chr3,197950189,197956610,ENST00000647248,2
chr3,197960216,198043720,ENST00000420910,7
chr4,53320,88208,ENST00000610261,6
chr4,124500,164162,ENST00000510175,6
chr4,270674,305474,ENST00000419098,6
chr4,337813,384868,ENST00000240499,8
chr4,439987,499156,ENST00000511833,3
chr4,499209,540200,ENST00000453061,7
chr4,573879,576295,ENST00000610212,3
chr4,625572,670782,ENST00000496514,6
chr4,672435,674276,ENST00000304312,5
chr4,674541,682028,ENST00000400159,7
chr4,681828,689151,ENST00000322224,9
chr4,705831,770089,ENST00000362003,10
chr4,784956,826129,ENST00000304062,11
chr4,849276,932316,ENST00000314167,9
chr4,932459,958656,ENST00000264771,9
chr4,958886,973569,ENST00000273814,8
chr4,987043,1004564,ENST00000514224,2
chr4,987656,993404,ENST00000398516,3
chr4,1011625,1026898,ENST00000510644,6
chr4,1071477,1113564,ENST00000433731,7
chr4,1166931,1172583,ENST00000290902,10
chr4,1211444,1249130,ENST00000382952,8
chr4,1289890,1340137,ENST00000303400,9
chr4,1347207,1388049,ENST00000389851,10
chr4,1402931,1406442,ENST00000422806,2
chr4,1639886,1684313,ENST00000308132,11
chr4,1692730,1712319,ENST00000489418,6
chr4,1715951,1721323,ENST00000382936,8
chr4,1721520,1745171,ENST00000313288,9
chr4,1793292,1808867,ENST00000440486,8
chr4,1811478,1856156,ENST00000302787,3
chr4,1871392,1982192,ENST00000508803,6
chr4,1982722,2008974,ENST00000382882,9
chr4,2041994,2043964,ENST00000409248,10
chr4,2059326,2069089,ENST00000423729,3
chr4,2071917,2242121,ENST00000511885,6
chr4,2228348,2242121,ENST00000443786,3
chr4,2247431,2262109,ENST00000337190,7
chr4,2269596,2418645,ENST00000290974,7
chr4,2418954,2463002,ENST00000635017,2
chr4,2469105,2515857,ENST00000314289,13
chr4,2536646,2732573,ENST00000637812,2
chr4,2741647,2756336,ENST00000315423,12
chr4,2793084,2841096,ENST00000503393,8
chr4,2843843,2930062,ENST00000683351,1
chr4,2930566,2934825,ENST00000355443,9
chr4,2937935,2963406,ENST00000416614,7
chr4,2963570,3040760,ENST00000398052,9
chr4,3074680,3243957,ENST00000355072,11
chr4,3249158,3256613,ENST00000438480,7
chr4,3293020,3439913,ENST00000336727,8
chr4,3441967,3449486,ENST00000382774,8
chr4,3463305,3494482,ENST00000340083,6
chr4,3503611,3532422,ENST00000650182,1
chr4,3766384,3768526,ENST00000330055,7
chr4,4188725,4226929,ENST00000296358,5
chr4,4235541,4248223,ENST00000382753,5
chr4,4267700,4290154,ENST00000343470,9
chr4,4290250,4321783,ENST00000337872,9
chr4,4387101,4419058,ENST00000621129,5
chr4,4418967,4542048,ENST00000306200,7
chr4,4859664,4863936,ENST00000382723,5
chr4,5014585,5019458,ENST00000307746,9
chr4,5051479,5500989,ENST00000282908,10
chr4,5562438,5708559,ENST00000344408,10
chr4,5711200,5814305,ENST00000264956,11
chr4,5820763,5893086,ENST00000324989,12
chr4,5959374,6018431,ENST00000711657,1
chr4,6026198,6200549,ENST00000409021,9
chr4,6064976,6070162,ENST00000636216,1
chr4,6269849,6303265,ENST00000226760,5
chr4,6320580,6472614,ENST00000382599,9
chr4,6575188,6623362,ENST00000285599,8
chr4,6640684,6642729,ENST00000382581,5
chr4,6674074,6676047,ENST00000635031,2
chr4,6693877,6697170,ENST00000296370,4
chr4,6707700,6709865,ENST00000320848,7
chr4,6716173,6717664,ENST00000320776,5
chr4,6782726,6884164,ENST00000307659,6
chr4,6909825,7033114,ENST00000409757,9
chr4,7040848,7043001,ENST00000310085,6
chr4,7043371,7057952,ENST00000310074,8
chr4,7058894,7068064,ENST00000264954,5
chr4,7192537,7742827,ENST00000507866,6
chr4,7430284,7434930,ENST00000319098,7
chr4,7758713,7939861,ENST00000420658,6
chr4,7965326,8158813,ENST00000447017,7
chr4,8199289,8241103,ENST00000245105,8
chr4,8269753,8307098,ENST00000307358,7
chr4,8366281,8440723,ENST00000356406,10
chr4,8440776,8476555,ENST00000389737,5
chr4,8580391,8590023,ENST00000382487,5
chr4,8592764,8619752,ENST00000360986,9
chr4,8867047,8871839,ENST00000400677,5
chr4,9170408,9176730,ENST00000512047,2
chr4,9210656,9212249,ENST00000417945,1
chr4,9215404,9216997,ENST00000457736,1
chr4,9220151,9221744,ENST00000415041,1
chr4,9224895,9226488,ENST00000429667,1
chr4,9234384,9236046,ENST00000456464,2
chr4,9243878,9245471,ENST00000511568,1
chr4,9248629,9250222,ENST00000504209,1
chr4,9253377,9254970,ENST00000515566,1
chr4,9258123,9259716,ENST00000506151,1
chr4,9262871,9264464,ENST00000506414,1
chr4,9267618,9269211,ENST00000511280,1
chr4,9325164,9326757,ENST00000504481,1
chr4,9329910,9331503,ENST00000509271,1
chr4,9334657,9336250,ENST00000509660,1
chr4,9339402,9340995,ENST00000507227,1
chr4,9344147,9345740,ENST00000515574,1
chr4,9348892,9350485,ENST00000504543,1
chr4,9353637,9355230,ENST00000511681,1
chr4,9363128,9364721,ENST00000504104,1
chr4,9444413,9450666,ENST00000334879,2
chr4,9781633,9784009,ENST00000304374,4
chr4,9826223,10021497,ENST00000264784,8
chr4,10074338,10116799,ENST00000499869,7
chr4,10439879,10457426,ENST00000326756,4
chr4,10486394,10684768,ENST00000226951,11
chr4,11393149,11428894,ENST00000002596,6
chr4,13367723,13484340,ENST00000288723,9
chr4,13367723,13484340,ENST00000330852,10
chr4,13540829,13544508,ENST00000382438,6
chr4,13568737,13627725,ENST00000040738,10
chr4,15002480,15070151,ENST00000538197,7
chr4,15428032,15446167,ENST00000444304,3
chr4,15469881,15601552,ENST00000424120,6
chr4,15604380,15655357,ENST00000341285,8
chr4,15681826,15690447,ENST00000422728,3
chr4,15703064,15732787,ENST00000265016,9
chr4,15778327,15853232,ENST00000226279,8
chr4,15935576,15938740,ENST00000382333,2
chr4,15960244,15963175,ENST00000259989,7
chr4,15968227,16084023,ENST00000447510,7
chr4,16160504,16226471,ENST00000405303,7
chr4,16501540,16898645,ENST00000304523,10
chr4,17486394,17512090,ENST00000281243,10
chr4,17515164,17527104,ENST00000511148,2
chr4,17577197,17607970,ENST00000226299,9
chr4,17614640,17634105,ENST00000237380,12
chr4,17629305,17781621,ENST00000265018,4
chr4,17800654,17810757,ENST00000382247,6
chr4,17810978,17844865,ENST00000251496,7
chr4,17841186,18021755,ENST00000635767,2
chr4,20251904,20620561,ENST00000504154,6
chr4,20700457,20732557,ENST00000503585,6
chr4,20728605,21948772,ENST00000382152,7
chr4,22387375,22516066,ENST00000334304,10
chr4,23792020,23890047,ENST00000264867,7
chr4,24527474,24584554,ENST00000336812,5
chr4,24795572,24800842,ENST00000382120,4
chr4,24803513,24913042,ENST00000635206,3
chr4,24998846,25030946,ENST00000382114,9
chr4,25120013,25160449,ENST00000382103,7
chr4,25234032,25279204,ENST00000264864,8
chr4,25312773,25370383,ENST00000302874,9
chr4,25377262,25418498,ENST00000315368,8
chr4,25655850,25678748,ENST00000382051,8
chr4,25747432,25862988,ENST00000399878,8
chr4,25914219,25929812,ENST00000506197,3
chr4,26321013,26434923,ENST00000355476,8
chr4,26481395,26490484,ENST00000295589,4
chr4,26584083,26756223,ENST00000264866,9
chr4,26860840,27025381,ENST00000467087,7
chr4,30720368,31146800,ENST00000695919,1
chr4,36066003,36244514,ENST00000303965,9
chr4,36281615,36347511,ENST00000639862,2
chr4,37244742,37449463,ENST00000309447,6
chr4,37453924,37593510,ENST00000381980,9
chr4,37610633,37686376,ENST00000454158,7
chr4,37826685,37862937,ENST00000381967,9
chr4,37891083,38139173,ENST00000698857,1
chr4,37960397,37961128,ENST00000504686,2
chr4,38664198,38701517,ENST00000261438,10
chr4,38772237,38782990,ENST00000308973,9
chr4,38796254,38804791,ENST00000308979,7
chr4,38822896,38856817,ENST00000508254,6
chr4,38867805,38945739,ENST00000358869,5
chr4,38966743,39032409,ENST00000381938,4
chr4,39062231,39126233,ENST00000504108,7
chr4,39182528,39285810,ENST00000399820,8
chr4,39287455,39366362,ENST00000349703,7
chr4,39406929,39451533,ENST00000257408,5
chr4,39454123,39458922,ENST00000295955,14
chr4,39459055,39479506,ENST00000640888,2
chr4,39498754,39527439,ENST00000316423,11
chr4,39546335,39638865,ENST00000295958,10
chr4,39698135,39782792,ENST00000261427,10
chr4,39822862,39977911,ENST00000303538,13
chr4,40056849,40158252,ENST00000261435,11
chr4,40197030,40246967,ENST00000381799,10
chr4,40335332,40355217,ENST00000310169,3
chr4,40423279,40629864,ENST00000295971,12
chr4,40749954,40811184,ENST00000381782,7
chr4,40810026,41214542,ENST00000508593,6
chr4,41256927,41268455,ENST00000284440,9
chr4,41538156,41700044,ENST00000503057,6
chr4,41744081,41748725,ENST00000226382,4
chr4,41935428,41960803,ENST00000504986,6
chr4,41981755,41986465,ENST00000333141,7
chr4,41990529,42090461,ENST00000264451,12
chr4,42110852,42152655,ENST00000502486,6
chr4,42397487,42402487,ENST00000319234,5
chr4,42408372,42657105,ENST00000381668,9
chr4,42892712,43030658,ENST00000399770,3
chr4,44173902,44448809,ENST00000360029,4
chr4,44622087,44651625,ENST00000415895,9
chr4,44678419,44700928,ENST00000281543,6
chr4,44701794,44726556,ENST00000295448,8
chr4,46035768,46124054,ENST00000295452,5
chr4,46243547,46390128,ENST00000381620,9
chr4,46734826,46909245,ENST00000355591,8
chr4,46918899,46993581,ENST00000264318,4
chr4,47031566,47426447,ENST00000295454,8
chr4,47450786,47463702,ENST00000381571,6
chr4,47485274,47593486,ENST00000273859,8
chr4,47594000,47838067,ENST00000273857,9
chr4,47847239,47914583,ENST00000507489,2
chr4,47935976,48016681,ENST00000514170,7
chr4,48016771,48040173,ENST00000295461,10
chr4,48066392,48134250,ENST00000264316,9
chr4,48135782,48269838,ENST00000381501,8
chr4,48341528,48426201,ENST00000264313,11
chr4,48483342,48489526,ENST00000273861,5
chr4,48490251,48494389,ENST00000327939,4
chr4,48497356,48780279,ENST00000358350,9
chr4,48831087,48861815,ENST00000264312,12
chr4,48885018,48906774,ENST00000508632,6
chr4,48986274,49062079,ENST00000226432,9
chr4,51843152,51916837,ENST00000334635,10
chr4,51993651,52020363,ENST00000682860,1
chr4,52020705,52038299,ENST00000381431,10
chr4,52051303,52097299,ENST00000295213,9
chr4,52590959,52659301,ENST00000441222,8
chr4,52742552,52751425,ENST00000443173,6
chr4,52862316,52866835,ENST00000248706,5
chr4,52872981,53366061,ENST00000401642,8
chr4,53377640,53460862,ENST00000337488,11
chr4,53459300,53591486,ENST00000263925,8
chr4,54009788,54064605,ENST00000263921,8
chr4,54100162,54102498,ENST00000326902,7
chr4,54229292,54298245,ENST00000257290,10
chr4,54657956,54740715,ENST00000288135,6
chr4,55078480,55125595,ENST00000263923,5
chr4,55346241,55373100,ENST00000264228,9
chr4,55395956,55426175,ENST00000381334,10
chr4,55427902,55546909,ENST00000513440,6
chr4,55556518,55592245,ENST00000295645,9
chr4,55595230,55636298,ENST00000264218,7
chr4,55819789,55837489,ENST00000636125,2
chr4,55853647,55905086,ENST00000381295,7
chr4,55948944,56033361,ENST00000257287,5
chr4,56049097,56330609,ENST00000682029,1
chr4,56338289,56387491,ENST00000205214,11
chr4,56393361,56435615,ENST00000264220,6
chr4,56436259,56464578,ENST00000512576,3
chr4,56467616,56503681,ENST00000642900,1
chr4,56505790,56524453,ENST00000640821,3
chr4,56530605,56603507,ENST00000512175,3
chr4,56647997,56681296,ENST00000420433,6
chr4,56809860,56821701,ENST00000506738,6
chr4,56907899,56935844,ENST00000309042,12
chr4,56963349,56977606,ENST00000264230,5
chr4,56978895,57031158,ENST00000314595,6
chr4,57030772,57110385,ENST00000295666,6
chr4,61200325,62078335,ENST00000683033,1
chr4,64277701,64409450,ENST00000381210,8
chr4,65319566,65670489,ENST00000613740,5
chr4,67468761,67545503,ENST00000273853,11
chr4,67558726,67607337,ENST00000265404,7
chr4,67612651,67701155,ENST00000322244,10
chr4,67737117,67754388,ENST00000226413,5
chr4,67820875,67884002,ENST00000283916,11
chr4,67909394,67963493,ENST00000508048,6
chr4,68053197,68129869,ENST00000356291,3
chr4,68226652,68245694,ENST00000332644,6
chr4,68310386,68350090,ENST00000344157,9
chr4,68447462,68497604,ENST00000305363,9
chr4,68537172,68576322,ENST00000317746,3
chr4,68646596,68670652,ENST00000338206,6
chr4,68815993,68832023,ENST00000265403,12
chr4,68928462,68951804,ENST00000251566,9
chr4,69096473,69112987,ENST00000305231,12
chr4,69199950,69214748,ENST00000446444,2
chr4,69280474,69295050,ENST00000335568,10
chr4,69480164,69495905,ENST00000305107,7
chr4,69588416,69639642,ENST00000604629,6
chr4,69588416,69653247,ENST00000286604,9
chr4,69721166,69760620,ENST00000310613,8
chr4,69841211,69860145,ENST00000226444,4
chr4,69931067,69946574,ENST00000246891,9
chr4,69955255,69965728,ENST00000353151,4
chr4,69995965,70002570,ENST00000246895,9
chr4,70028458,70036538,ENST00000673563,1
chr4,70050437,70058848,ENST00000246896,8
chr4,70154236,70166609,ENST00000344526,10
chr4,70195724,70204576,ENST00000683306,1
chr4,70226123,70235252,ENST00000317987,6
chr4,70242596,70251432,ENST00000304954,4
chr4,70334980,70337116,ENST00000273936,6
chr4,70360759,70367158,ENST00000226460,5
chr4,70383130,70390244,ENST00000304915,8
chr4,70397939,70410195,ENST00000399575,7
chr4,70472196,70482997,ENST00000304887,6
chr4,70518568,70532743,ENST00000339336,9
chr4,70592255,70607288,ENST00000322937,10
chr4,70628743,70646824,ENST00000396073,4
chr4,70655540,70666508,ENST00000254801,9
chr4,70688531,70690551,ENST00000254803,4
chr4,70721963,70808619,ENST00000381006,8
chr4,70815782,70839890,ENST00000254799,11
chr4,70902368,70988168,ENST00000309395,7
chr4,70993648,71030914,ENST00000286648,10
chr4,71187258,71572083,ENST00000264485,11
chr4,71339019,71572083,ENST00000340595,4
chr4,71741696,71784079,ENST00000273951,13
chr4,72031999,72148305,ENST00000308744,12
chr4,72280968,72569221,ENST00000286657,10
chr4,73052361,73069716,ENST00000507544,3
chr4,73073375,73258798,ENST00000358602,9
chr4,73404286,73421482,ENST00000295897,9
chr4,73436220,73456174,ENST00000395792,7
chr4,73481744,73504001,ENST00000226355,5
chr4,73571549,73620436,ENST00000307439,10
chr4,73740568,73743716,ENST00000307407,8
chr4,73836677,73838760,ENST00000226317,10
chr4,73853295,73854483,ENST00000226524,4
chr4,73869392,73871308,ENST00000395761,4
chr4,73980810,73982027,ENST00000296029,4
chr4,73986438,73988190,ENST00000296028,4
chr4,73995641,73998677,ENST00000296027,5
chr4,74036588,74038689,ENST00000296026,4
chr4,74097039,74099195,ENST00000508487,3
chr4,74158117,74303099,ENST00000325278,7
chr4,74308469,74316789,ENST00000413830,6
chr4,74365144,74388749,ENST00000244869,3
chr4,74445135,74455005,ENST00000395748,8
chr4,74744758,74794523,ENST00000395743,8
chr4,74933115,75050113,ENST00000307428,7
chr4,75479032,75514403,ENST00000324439,10
chr4,75514472,75530026,ENST00000311638,7
chr4,75556065,75564817,ENST00000311623,9
chr4,75576495,75630528,ENST00000307465,9
chr4,75642785,75673411,ENST00000359707,9
chr4,75724576,75814286,ENST00000514213,7
chr4,75859866,75902452,ENST00000286719,12
chr4,75913659,75941013,ENST00000286733,9
chr4,75949914,75990945,ENST00000356260,10
chr4,76001274,76007509,ENST00000264888,6
chr4,76021117,76023497,ENST00000306602,3
chr4,76033681,76036070,ENST00000306621,8
chr4,76074708,76112786,ENST00000355810,9
chr4,76114663,76148397,ENST00000264883,8
chr4,76158736,76213824,ENST00000264896,8
chr4,76251720,76283783,ENST00000424749,7
chr4,76306732,76311130,ENST00000237642,7
chr4,76313038,76421141,ENST00000682701,1
chr4,76435228,76783253,ENST00000296043,7
