chromosome	start	end	exon	Sample2
21	7165550	7166615	TTC3_32-TTC3_33	0
21	7167555	7167620	TTC3_33-TTC3_34	0
21	7172595	7172744	TTC3_34-TTC3_35	0
21	7182774	7182913	TTC3_35-TTC3_36	0
21	7185706	7185774	TTC3_36-TTC3_37	0
21	7187049	7187145	TTC3_37-TTC3_38	0
21	7188495	7188595	TTC3_38-TTC3_39	0
21	7191334	7191424	TTC3_39-TTC3_40	0
21	7192112	7192213	TTC3_40-TTC3_41	0
21	7195675	7196036	TTC3_41-TTC3_42	0
21	7197570	7197696	TTC3_42-TTC3_43	0
21	7197882	7198025	TTC3_43-TTC3_44	0
21	7200232	7200324	TTC3_44-TTC3_45	0
21	7201440	7201574	TTC3_45-TTC3_46	0
21	7225544	7225626	VPS26C_5-VPS26C_7-VPS26C_8	0
21	7227654	7227806	VPS26C_4-VPS26C_6-VPS26C_7	0
21	7228223	7228373	VPS26C_3-VPS26C_5-VPS26C_6	0
21	7232377	7232451	VPS26C_2-VPS26C_4-VPS26C_5	0
21	7233362	7233442	VPS26C_3-VPS26C_4	0
21	7238460	7238609	VPS26C_2-VPS26C_3	0
21	7240496	7240639	VPS26C_2	0
21	7267238	7267294	VPS26C_1	0
21	7420375	7420384	DYRK1A_1-DYRK1A_2-DYRK1A_3	0
21	7472684	7472880	DYRK1A_2-DYRK1A_3-DYRK1A_4	0
21	7478181	7478300	DYRK1A_3-DYRK1A_4-DYRK1A_5	0
21	7480638	7480826	DYRK1A_4-DYRK1A_5-DYRK1A_6	0
21	7486467	7486614	DYRK1A_5-DYRK1A_6-DYRK1A_7	0
21	7490175	7490461	DYRK1A_6-DYRK1A_7-DYRK1A_8	0
21	7493017	7493163	DYRK1A_7-DYRK1A_8-DYRK1A_9	0
21	7496118	7496258	DYRK1A_10-DYRK1A_8-DYRK1A_9	0
21	7505283	7505589	DYRK1A_10-DYRK1A_11-DYRK1A_9	0
21	7506099	7506307	DYRK1A_10-DYRK1A_11-DYRK1A_12	0
21	7511911	7512531	DYRK1A_10-DYRK1A_11-DYRK1A_12-DYRK1A_13	0
21	7625159	7625484	KCNJ6_4-KCNJ6_5	0
21	7714211	7715131	KCNJ6_3-KCNJ6_4	0
21	7840658	7840682	KCNJ6_2-KCNJ6_3	0
21	8299262	8300389	KCNJ15_3-KCNJ15_4-KCNJ15_5	0
21	8383403	8383923	ERG_10-ERG_11-ERG_12-ERG_9	0
21	8390995	8391042	ERG_10-ERG_11-ERG_8-ERG_9	0
21	8391659	8391715	ERG_10-ERG_7-ERG_8-ERG_9	0
21	8392376	8392444	ERG_6-ERG_7-ERG_8-ERG_9	0
21	8400574	8400645	ERG_5-ERG_6-ERG_8	0
21	8402557	8402637	ERG_4-ERG_5-ERG_6-ERG_7	0
21	8403506	8403709	ERG_3-ERG_4-ERG_5-ERG_6	0
21	8423410	8423561	ERG_2-ERG_3-ERG_4-ERG_5	0
21	8445404	8445621	ERG_2-ERG_3-ERG_4	0
21	8498363	8498380	ERG_1	0
21	8575662	8575700	ERG_2-ERG_3	0
21	8810035	8810106	ETS2_2-ETS2_3	0
21	8813003	8813114	ETS2_3-ETS2_4	0
21	8814273	8814392	ETS2_4-ETS2_5	0
21	8814781	8814981	ETS2_5-ETS2_6	0
21	8817008	8817091	ETS2_6-ETS2_7	0
21	8818425	8818646	ETS2_7-ETS2_8	0
21	8819503	8819871	ETS2_8-ETS2_9	0
21	8821586	8821704	ETS2_10-ETS2_9	0
21	8822674	8822889	ETS2_10-ETS2_11	0
21	9175590	9175664	PSMG1_6-PSMG1_7	0
21	9177435	9177571	PSMG1_5-PSMG1_6	0
21	9178449	9178647	PSMG1_4-PSMG1_5	0
21	9179924	9179986	PSMG1_4	0
21	9180285	9180436	PSMG1_3	0
21	9181772	9181878	PSMG1_2	0
21	9183252	9183385	PSMG1_1	0
21	9187026	9187417	BRWD1_42	0
21	9194723	9194751	BRWD1_42	0
21	9196259	9197415	BRWD1_41	0
21	9198763	9199662	BRWD1_40	0
21	9200219	9200386	BRWD1_39	0
21	9202325	9202545	BRWD1_38	0
21	9206108	9206274	BRWD1_37	0
21	9209995	9210147	BRWD1_36	0
21	9210786	9210929	BRWD1_35	0
21	9212666	9212707	BRWD1_34	0
21	9213481	9213553	BRWD1_33	0
21	9215237	9215362	BRWD1_32	0
21	9218152	9218272	BRWD1_31	0
21	9218505	9218660	BRWD1_30	0
21	9224408	9224469	BRWD1_29	0
21	9225086	9225197	BRWD1_28	0
21	9228500	9228582	BRWD1_27	0
21	9229312	9229436	BRWD1_26	0
21	9232177	9232284	BRWD1_25	0
21	9232373	9232498	BRWD1_24	0
21	9236595	9236784	BRWD1_23	0
21	9238479	9238573	BRWD1_22	0
21	9247701	9247832	BRWD1_21	0
21	9250796	9250889	BRWD1_20	0
21	9255645	9255828	BRWD1_19	0
21	9258487	9258672	BRWD1_18	0
21	9264460	9264685	BRWD1_17	0
21	9264891	9265019	BRWD1_16	0
21	9269899	9270033	BRWD1_15	0
21	9270283	9270433	BRWD1_14	0
21	9274374	9274472	BRWD1_13	0
21	9276173	9276213	BRWD1_12	0
21	9277251	9277351	BRWD1_11	0
21	9278743	9278813	BRWD1_10	0
21	9280148	9280248	BRWD1_9	0
21	9293811	9294032	BRWD1_8	0
21	9295743	9295903	BRWD1_7	0
21	9296265	9296363	BRWD1_6	0
21	9298418	9298582	BRWD1_5	0
21	9312841	9312900	BRWD1_4	0
21	9313072	9313101	BRWD1_3	0
21	9313241	9313299	BRWD1_2	0
21	9313443	9313491	BRWD1_1	0
21	9343112	9343159	HMGN1_5-HMGN1_6	0
21	9345146	9345274	HMGN1_4-HMGN1_5	0
21	9348292	9348339	HMGN1_3-HMGN1_4	0
21	9348422	9348451	HMGN1_3	0
21	9348545	9348577	HMGN1_2	0
21	9348903	9348917	HMGN1_1	0
21	9349460	9349522	HMGN1_1	0
21	9380385	9380486	GET1-SH3BGR_1-GET1_1	0
21	9390698	9390863	GET1-SH3BGR_2-GET1_2	0
21	9391769	9391836	GET1-SH3BGR_3-GET1_3	0
21	9393166	9393280	GET1_3-GET1_4	0
21	9396866	9396939	GET1_4-GET1_5	0
21	9405882	9406612	GET1_5-LCA5L_10-LCA5L_11-LCA5L_7	0
21	9409979	9410096	LCA5L_10-LCA5L_6-LCA5L_9	0
21	9410264	9410367	LCA5L_5-LCA5L_8-LCA5L_9	0
21	9411718	9411802	LCA5L_4-LCA5L_7-LCA5L_8	0
21	9420706	9420843	LCA5L_3-LCA5L_6-LCA5L_7	0
21	9422946	9423490	LCA5L_2-LCA5L_5-LCA5L_6	0
21	9428172	9428493	LCA5L_1-LCA5L_4-LCA5L_5	0
21	9452097	9452141	SH3BGR_1	0
21	9462375	9462560	GET1-SH3BGR_4-SH3BGR_2	0
21	9475135	9475215	GET1-SH3BGR_5-SH3BGR_3	0
21	9499823	9499915	GET1-SH3BGR_6-SH3BGR_4	0
21	9508998	9509027	GET1-SH3BGR_7-SH3BGR_4-SH3BGR_5	0
21	9511680	9511775	GET1-SH3BGR_8-SH3BGR_5-SH3BGR_6	0
21	9660560	9661492	B3GALT5_3-B3GALT5_4-B3GALT5_5	0
21	9745510	9745526	IGSF5_1	0
21	9746216	9746298	IGSF5_2	0
21	9765535	9765852	IGSF5_3	0
21	9770916	9771215	IGSF5_4	0
21	9779090	9779305	IGSF5_5	0
21	9788167	9788188	IGSF5_6	0
21	9792008	9792099	IGSF5_7	0
21	9793534	9793613	IGSF5_8	0
21	9801262	9801357	IGSF5_9	0
21	9867502	9867510	PCP4_1	0
21	9898476	9898527	PCP4_2	0
21	9928984	9929111	PCP4_3	0
