chromosome	start	end	exon	Sample2
chr21	7013551	7013618	RIPPLY3_3	0
chr21	7017874	7018207	RIPPLY3_4	0
chr21	7065582	7065712	PIGP_4-PIGP_5-PIGP_6	0
chr21	7067262	7067380	PIGP_3-PIGP_4-PIGP_5	0
chr21	7069552	7069624	PIGP_2-PIGP_3-PIGP_4	0
chr21	7072145	7072148	PIGP_3	0
chr21	7072434	7072587	PIGP_1-PIGP_2	0
chr21	7087258	7087401	TTC3_1-TTC3_2	0
chr21	7087833	7087875	TTC3_2-TTC3_3	0
chr21	7088196	7088346	TTC3_3-TTC3_4	0
chr21	7088799	7088886	TTC3_4-TTC3_5	0
chr21	7090233	7090286	TTC3_5-TTC3_6	0
chr21	7091293	7091413	TTC3_6-TTC3_7	0
chr21	7094005	7094090	TTC3_7-TTC3_8	0
chr21	7095350	7095444	TTC3_8-TTC3_9	0
chr21	7096581	7096643	TTC3_10-TTC3_9	0
chr21	7097915	7097972	TTC3_11	0
chr21	7108392	7108446	TTC3_10-TTC3_11	0
chr21	7121817	7121979	TTC3_11-TTC3_12-TTC3_3	0
chr21	7122983	7123028	TTC3_12-TTC3_13-TTC3_4	0
chr21	7124619	7124742	TTC3_13-TTC3_14-TTC3_5	0
chr21	7126080	7126143	TTC3_14-TTC3_15-TTC3_6	0
chr21	7129003	7129063	TTC3_15-TTC3_16-TTC3_7	0
chr21	7132682	7132766	TTC3_16-TTC3_17-TTC3_8	0
chr21	7135380	7135514	TTC3_17-TTC3_18-TTC3_9	0
chr21	7138634	7138714	TTC3_10-TTC3_18-TTC3_19	0
chr21	7140561	7140673	TTC3_11-TTC3_19-TTC3_20	0
chr21	7144525	7144645	TTC3_12-TTC3_20-TTC3_21	0
chr21	7147481	7147603	TTC3_13-TTC3_21-TTC3_22	0
chr21	7148546	7148647	TTC3_14-TTC3_22-TTC3_23	0
chr21	7150078	7150170	TTC3_15-TTC3_23-TTC3_24	0
chr21	7150820	7150884	TTC3_16-TTC3_24-TTC3_25	0
chr21	7151893	7152029	TTC3_17-TTC3_25-TTC3_26	0
chr21	7152951	7153306	TTC3_18-TTC3_26-TTC3_27	0
chr21	7156655	7156906	TTC3_27-TTC3_28	0
chr21	7159699	7159745	TTC3_28-TTC3_29	0
chr21	7160802	7160858	TTC3_29-TTC3_30	0
chr21	7161990	7162063	TTC3_30-TTC3_31	0
chr21	7164051	7164215	TTC3_31-TTC3_32	0
chr21	7165550	7166615	TTC3_32-TTC3_33	0
chr21	7167555	7167620	TTC3_33-TTC3_34	0
chr21	7172595	7172744	TTC3_34-TTC3_35	0
chr21	7182774	7182913	TTC3_35-TTC3_36	0
chr21	7185706	7185774	TTC3_36-TTC3_37	0
chr21	7187049	7187145	TTC3_37-TTC3_38	0
chr21	7188495	7188595	TTC3_38-TTC3_39	0
chr21	7191334	7191424	TTC3_39-TTC3_40	0
chr21	7192112	7192213	TTC3_40-TTC3_41	0
chr21	7195675	7196036	TTC3_41-TTC3_42	0
chr21	7197570	7197696	TTC3_42-TTC3_43	0
chr21	7197882	7198025	TTC3_43-TTC3_44	0
chr21	7200232	7200324	TTC3_44-TTC3_45	0
chr21	7201440	7201574	TTC3_45-TTC3_46	0
chr21	7225544	7225626	VPS26C_5-VPS26C_7-VPS26C_8	0
chr21	7227654	7227806	VPS26C_4-VPS26C_6-VPS26C_7	0
chr21	7228223	7228373	VPS26C_3-VPS26C_5-VPS26C_6	0
chr21	7232377	7232451	VPS26C_2-VPS26C_4-VPS26C_5	0
chr21	7233362	7233442	VPS26C_3-VPS26C_4	0
chr21	7238460	7238609	VPS26C_2-VPS26C_3	0
chr21	7240496	7240639	VPS26C_2	0
chr21	7267238	7267294	VPS26C_1	0
chr21	7420375	7420384	DYRK1A_1-DYRK1A_2-DYRK1A_3	0
chr21	7472684	7472880	DYRK1A_2-DYRK1A_3-DYRK1A_4	0
chr21	7478181	7478300	DYRK1A_3-DYRK1A_4-DYRK1A_5	0
chr21	7480638	7480826	DYRK1A_4-DYRK1A_5-DYRK1A_6	0
chr21	7486467	7486614	DYRK1A_5-DYRK1A_6-DYRK1A_7	0
chr21	7490175	7490461	DYRK1A_6-DYRK1A_7-DYRK1A_8	0
chr21	7493017	7493163	DYRK1A_7-DYRK1A_8-DYRK1A_9	0
chr21	7496118	7496258	DYRK1A_10-DYRK1A_8-DYRK1A_9	0
chr21	7505283	7505589	DYRK1A_10-DYRK1A_11-DYRK1A_9	0
chr21	7506099	7506307	DYRK1A_10-DYRK1A_11-DYRK1A_12	0
chr21	7511911	7512531	DYRK1A_10-DYRK1A_11-DYRK1A_12-DYRK1A_13	0
chr21	7625159	7625484	KCNJ6_4-KCNJ6_5	0
chr21	7714211	7715131	KCNJ6_3-KCNJ6_4	0
chr21	7840658	7840682	KCNJ6_2-KCNJ6_3	0
chr21	8299262	8300389	KCNJ15_3-KCNJ15_4-KCNJ15_5	0
chr21	8383403	8383923	ERG_10-ERG_11-ERG_12-ERG_9	0
chr21	8390995	8391042	ERG_10-ERG_11-ERG_8-ERG_9	0
chr21	8391659	8391715	ERG_10-ERG_7-ERG_8-ERG_9	0
chr21	8392376	8392444	ERG_6-ERG_7-ERG_8-ERG_9	0
chr21	8400574	8400645	ERG_5-ERG_6-ERG_8	0
chr21	8402557	8402637	ERG_4-ERG_5-ERG_6-ERG_7	0
chr21	8403506	8403709	ERG_3-ERG_4-ERG_5-ERG_6	0
chr21	8423410	8423561	ERG_2-ERG_3-ERG_4-ERG_5	0
chr21	8445404	8445621	ERG_2-ERG_3-ERG_4	0
chr21	8498363	8498380	ERG_1	0
chr21	8575662	8575700	ERG_2-ERG_3	0
chr21	8810035	8810106	ETS2_2-ETS2_3	0
chr21	8813003	8813114	ETS2_3-ETS2_4	0
chr21	8814273	8814392	ETS2_4-ETS2_5	0
chr21	8814781	8814981	ETS2_5-ETS2_6	0
chr21	8817008	8817091	ETS2_6-ETS2_7	0
chr21	8818425	8818646	ETS2_7-ETS2_8	0
chr21	8819503	8819871	ETS2_8-ETS2_9	0
chr21	8821586	8821704	ETS2_10-ETS2_9	0
chr21	8822674	8822889	ETS2_10-ETS2_11	0
chr21	9175590	9175664	PSMG1_6-PSMG1_7	0
chr21	9177435	9177571	PSMG1_5-PSMG1_6	0
chr21	9178449	9178647	PSMG1_4-PSMG1_5	0
chr21	9179924	9179986	PSMG1_4	0
chr21	9180285	9180436	PSMG1_3	0
chr21	9181772	9181878	PSMG1_2	0
chr21	9183252	9183385	PSMG1_1	0
chr21	9187026	9187417	BRWD1_42	0
chr21	9194723	9194751	BRWD1_42	0
chr21	9196259	9197415	BRWD1_41	0
chr21	9198763	9199662	BRWD1_40	0
chr21	9200219	9200386	BRWD1_39	0
chr21	9202325	9202545	BRWD1_38	0
chr21	9206108	9206274	BRWD1_37	0
chr21	9209995	9210147	BRWD1_36	0
chr21	9210786	9210929	BRWD1_35	0
chr21	9212666	9212707	BRWD1_34	0
chr21	9213481	9213553	BRWD1_33	0
chr21	9215237	9215362	BRWD1_32	0
chr21	9218152	9218272	BRWD1_31	0
chr21	9218505	9218660	BRWD1_30	0
chr21	9224408	9224469	BRWD1_29	0
chr21	9225086	9225197	BRWD1_28	0
chr21	9228500	9228582	BRWD1_27	0
chr21	9229312	9229436	BRWD1_26	0
chr21	9232177	9232284	BRWD1_25	0
chr21	9232373	9232498	BRWD1_24	0
chr21	9236595	9236784	BRWD1_23	0
chr21	9238479	9238573	BRWD1_22	0
chr21	9247701	9247832	BRWD1_21	0
chr21	9250796	9250889	BRWD1_20	0
chr21	9255645	9255828	BRWD1_19	0
chr21	9258487	9258672	BRWD1_18	0
chr21	9264460	9264685	BRWD1_17	0
chr21	9264891	9265019	BRWD1_16	0
chr21	9269899	9270033	BRWD1_15	0
chr21	9270283	9270433	BRWD1_14	0
chr21	9274374	9274472	BRWD1_13	0
chr21	9276173	9276213	BRWD1_12	0
chr21	9277251	9277351	BRWD1_11	0
chr21	9278743	9278813	BRWD1_10	0
chr21	9280148	9280248	BRWD1_9	0
chr21	9293811	9294032	BRWD1_8	0
chr21	9295743	9295903	BRWD1_7	0
chr21	9296265	9296363	BRWD1_6	0
chr21	9298418	9298582	BRWD1_5	0
chr21	9312841	9312900	BRWD1_4	0
chr21	9313072	9313101	BRWD1_3	0
chr21	9313241	9313299	BRWD1_2	0
chr21	9313443	9313491	BRWD1_1	0
chr21	9343112	9343159	HMGN1_5-HMGN1_6	0
chr21	9345146	9345274	HMGN1_4-HMGN1_5	0
chr21	9348292	9348339	HMGN1_3-HMGN1_4	0
chr21	9348422	9348451	HMGN1_3	0
chr21	9348545	9348577	HMGN1_2	0
chr21	9348903	9348917	HMGN1_1	0
chr21	9349460	9349522	HMGN1_1	0
chr21	9380385	9380486	GET1-SH3BGR_1-GET1_1	0
chr21	9390698	9390863	GET1-SH3BGR_2-GET1_2	0
chr21	9391769	9391836	GET1-SH3BGR_3-GET1_3	0
chr21	9393166	9393280	GET1_3-GET1_4	0
chr21	9396866	9396939	GET1_4-GET1_5	0
chr21	9405882	9406612	GET1_5-LCA5L_10-LCA5L_11-LCA5L_7	0
chr21	9409979	9410096	LCA5L_10-LCA5L_6-LCA5L_9	0
chr21	9410264	9410367	LCA5L_5-LCA5L_8-LCA5L_9	0
chr21	9411718	9411802	LCA5L_4-LCA5L_7-LCA5L_8	0
chr21	9420706	9420843	LCA5L_3-LCA5L_6-LCA5L_7	0
chr21	9422946	9423490	LCA5L_2-LCA5L_5-LCA5L_6	0
chr21	9428172	9428493	LCA5L_1-LCA5L_4-LCA5L_5	0
chr21	9452097	9452141	SH3BGR_1	0
chr21	9462375	9462560	GET1-SH3BGR_4-SH3BGR_2	0
chr21	9475135	9475215	GET1-SH3BGR_5-SH3BGR_3	0
chr21	9499823	9499915	GET1-SH3BGR_6-SH3BGR_4	0
chr21	9508998	9509027	GET1-SH3BGR_7-SH3BGR_4-SH3BGR_5	0
chr21	9511680	9511775	GET1-SH3BGR_8-SH3BGR_5-SH3BGR_6	0
chr21	9660560	9661492	B3GALT5_3-B3GALT5_4-B3GALT5_5	0
chr21	9745510	9745526	IGSF5_1	0
chr21	9746216	9746298	IGSF5_2	0
chr21	9765535	9765852	IGSF5_3	0
chr21	9770916	9771215	IGSF5_4	0
chr21	9779090	9779305	IGSF5_5	0
chr21	9788167	9788188	IGSF5_6	0
chr21	9792008	9792099	IGSF5_7	0
chr21	9793534	9793613	IGSF5_8	0
chr21	9801262	9801357	IGSF5_9	0
chr21	9867502	9867510	PCP4_1	0
chr21	9898476	9898527	PCP4_2	0
chr21	9928984	9929111	PCP4_3	0
chrX	296277	296875	PCDH19_5-PCDH19_6	0
chrX	341903	342075	PCDH19_4-PCDH19_5	0
chrX	350646	350704	PCDH19_3-PCDH19_4	0
chrX	402524	402851	PCDH19_2-PCDH19_3	0
chrX	403524	403664	PCDH19_2	0
chrX	406451	408597	PCDH19_1	0
chrX	585019	585066	TNMD_1	0
chrX	585231	585362	TNMD_2	0
chrX	593895	594035	TNMD_3	0
chrX	594261	594362	TNMD_4	0
chrX	597504	597657	TNMD_5	0
chrX	599016	599182	TNMD_6	0
chrX	599508	599717	TNMD_7	0
chrX	630798	630866	TSPAN6_6-TSPAN6_7	0
chrX	632063	632068	TSPAN6_7	0
chrX	632485	632568	TSPAN6_6	0
chrX	633405	633539	TSPAN6_5	0
chrX	633931	634029	TSPAN6_4	0
chrX	635178	635252	TSPAN6_3	0
chrX	635558	635746	TSPAN6_2	0
chrX	636608	636694	TSPAN6_1	0
chrX	646323	646404	SRPX2_2	0
chrX	650785	650865	SRPX2_3	0
chrX	662176	662367	SRPX2_4	0
chrX	664774	664950	SRPX2_5	0
chrX	665243	665369	SRPX2_6	0
chrX	665536	665657	SRPX2_7	0
chrX	666754	666933	SRPX2_8	0
chrX	667274	667407	SRPX2_9	0
chrX	669248	669369	SRPX2_10	0
chrX	670807	670987	SRPX2_11	0
chrX	676028	676176	SYTL4_17-SYTL4_20	0
chrX	678391	678599	SYTL4_16-SYTL4_19	0
chrX	679313	679412	SYTL4_15-SYTL4_18	0
chrX	681227	681335	SYTL4_14-SYTL4_17	0
chrX	685990	686151	SYTL4_13-SYTL4_16	0
chrX	686679	686781	SYTL4_12-SYTL4_15	0
chrX	687067	687245	SYTL4_11-SYTL4_14	0
chrX	688306	688443	SYTL4_10-SYTL4_13	0
chrX	689856	689959	SYTL4_12-SYTL4_9	0
chrX	690075	690165	SYTL4_11-SYTL4_8	0
chrX	690563	690638	SYTL4_10-SYTL4_7	0
chrX	691108	691209	SYTL4_6-SYTL4_9	0
chrX	700897	700999	SYTL4_5-SYTL4_8	0
chrX	701220	701329	SYTL4_4-SYTL4_7	0
chrX	701458	701673	SYTL4_3-SYTL4_6	0
chrX	701928	702037	SYTL4_2-SYTL4_5	0
chrX	820417	820474	CSTF2_1	0
chrX	821527	821605	CSTF2_2	0
chrX	822251	822420	CSTF2_3	0
chrX	823292	823428	CSTF2_4	0
chrX	823886	824005	CSTF2_5	0
chrX	824120	824257	CSTF2_6	0
chrX	826634	826757	CSTF2_7	0
chrX	828040	828102	CSTF2_8	0
chrX	830808	830867	CSTF2_9	0
chrX	831515	831656	CSTF2_10-CSTF2_9	0
chrX	832734	832909	CSTF2_10-CSTF2_11	0
chrX	833180	833472	CSTF2_11-CSTF2_12	0
chrX	837339	837449	CSTF2_12-CSTF2_13	0
chrX	838239	838361	CSTF2_13-CSTF2_14	0
chrX	843345	843447	NOX1_6	0
chrX	843952	844078	NOX1_12-NOX1_13	0
chrX	848630	848754	NOX1_11-NOX1_12	0
chrX	849280	849426	NOX1_10-NOX1_11	0
chrX	849772	849934	NOX1_10-NOX1_9	0
chrX	850151	850386	NOX1_8-NOX1_9	0
chrX	851233	851325	NOX1_7-NOX1_8	0
chrX	862171	862303	NOX1_6-NOX1_7	0
chrX	862392	862573	NOX1_5-NOX1_6	0
chrX	862669	862820	NOX1_4-NOX1_5	0
chrX	863159	863243	NOX1_3-NOX1_4	0
chrX	863485	863595	NOX1_3	0
chrX	870719	870814	NOX1_2	0
chrX	874095	874139	NOX1_1	0
chrX	914338	915083	XKRX_2-XKRX_3	0
chrX	922793	923061	XKRX_2	0
chrX	927970	928304	XKRX_1	0
chrX	973690	973748	ARL13A_2	0
chrX	974127	974197	ARL13A_3	0
chrX	985667	985916	ARL13A_4	0
chrX	986796	986901	ARL13A_5	0
chrX	987390	987556	ARL13A_6	0
chrX	988193	988283	ARL13A_7	0
chrX	990562	990588	ARL13A_8	0
chrX	1010581	1010707	TRMT2B_13-TRMT2B_14	0
chrX	1018971	1019070	TRMT2B_12-TRMT2B_13	0
chrX	1019284	1019403	TRMT2B_11-TRMT2B_12	0
chrX	1020487	1020588	TRMT2B_10-TRMT2B_11	0
chrX	1021101	1021315	TRMT2B_10-TRMT2B_9	0
chrX	1021968	1022062	TRMT2B_8-TRMT2B_9	0
chrX	1023470	1023616	TRMT2B_7-TRMT2B_8	0
chrX	1035613	1035683	TRMT2B_6-TRMT2B_7	0
chrX	1036974	1037073	TRMT2B_5-TRMT2B_6	0
chrX	1037917	1038051	TRMT2B_4-TRMT2B_5	0
chrX	1041317	1041371	TRMT2B_3-TRMT2B_4-TRMT2B_5	0
chrX	1042042	1042289	TRMT2B_2-TRMT2B_3-TRMT2B_4	0
chrX	1079003	1079122	TMEM35A_1	0
chrX	1094573	1094956	TMEM35A_2	0
chrX	1101071	1101296	CENPI_2-CENPI_3-CENPI_4	0
chrX	1102274	1102411	CENPI_3-CENPI_4-CENPI_5	0
chrX	1109473	1109591	CENPI_4-CENPI_5-CENPI_6	0
chrX	1109891	1109998	CENPI_5-CENPI_6-CENPI_7	0
chrX	1120402	1120450	CENPI_6-CENPI_7-CENPI_8	0
chrX	1120738	1120784	CENPI_7-CENPI_8-CENPI_9	0
chrX	1126709	1126798	CENPI_10-CENPI_8-CENPI_9	0
chrX	1127138	1127266	CENPI_10-CENPI_11-CENPI_9	0
chrX	1127498	1127665	CENPI_10-CENPI_11-CENPI_12	0
chrX	1128716	1128836	CENPI_11-CENPI_12-CENPI_13	0
chrX	1129982	1130073	CENPI_12-CENPI_13-CENPI_14	0
chrX	1132190	1132307	CENPI_13-CENPI_14-CENPI_15	0
chrX	1132392	1132456	CENPI_14-CENPI_15-CENPI_16	0
chrX	1140666	1140764	CENPI_15-CENPI_16-CENPI_17	0
chrX	1145064	1145199	CENPI_16-CENPI_17-CENPI_18	0
chrX	1146153	1146277	CENPI_17-CENPI_18-CENPI_19	0
chrX	1147763	1147811	CENPI_18-CENPI_19-CENPI_20	0
chrX	1147943	1148161	CENPI_19-CENPI_20-CENPI_21	0
chrX	1161528	1161569	CENPI_20-CENPI_21-CENPI_22	0
chrX	1162833	1162967	CENPI_21-CENPI_22-CENPI_23	0
chrX	1231648	1231764	DRP2_1-DRP2_3	0
chrX	1235860	1236023	DRP2_2-DRP2_4	0
chrX	1237619	1237775	DRP2_3-DRP2_5	0
chrX	1238981	1239101	DRP2_4-DRP2_6	0
chrX	1241668	1241936	DRP2_5-DRP2_7	0
chrX	1242325	1242471	DRP2_6-DRP2_8	0
chrX	1242904	1242982	DRP2_7-DRP2_9	0
chrX	1245017	1245077	DRP2_10-DRP2_8	0
chrX	1245388	1245449	DRP2_11-DRP2_9	0
chrX	1247090	1247164	DRP2_10-DRP2_12	0
chrX	1248089	1248290	DRP2_11-DRP2_13	0
chrX	1248514	1248599	DRP2_12-DRP2_14	0
chrX	1250423	1250580	DRP2_13-DRP2_15	0
chrX	1250917	1251083	DRP2_14-DRP2_16	0
chrX	1252605	1252716	DRP2_15-DRP2_17	0
chrX	1254425	1254561	DRP2_16-DRP2_18	0
chrX	1254859	1254924	DRP2_17-DRP2_19	0
chrX	1255184	1255249	DRP2_18-DRP2_20	0
chrX	1256118	1256261	DRP2_19-DRP2_21	0
chrX	1258309	1258546	DRP2_20-DRP2_22	0
chrX	1260049	1260169	DRP2_21-DRP2_23	0
chrX	1260497	1260621	DRP2_22-DRP2_24	0
chrX	1269193	1269237	TAF7L_11-TAF7L_13	0
chrX	1275222	1275281	TAF7L_10-TAF7L_12	0
chrX	1276000	1276112	TAF7L_11-TAF7L_9	0
chrX	1276307	1276528	TAF7L_10	0
chrX	1277606	1277719	TAF7L_8-TAF7L_9	0
chrX	1278049	1278121	TAF7L_7-TAF7L_8	0
chrX	1278994	1279035	TAF7L_6-TAF7L_7	0
chrX	1281720	1281775	TAF7L_5-TAF7L_6	0
chrX	1282327	1282453	TAF7L_4-TAF7L_5	0
chrX	1283450	1283583	TAF7L_3-TAF7L_4	0
chrX	1286575	1286653	TAF7L_2-TAF7L_3	0
chrX	1287478	1287545	TAF7L_1-TAF7L_2	0
chrX	1292790	1293045	TAF7L_1	0
chrX	1346499	1346660	TIMM8A_2	0
chrX	1348387	1348401	TIMM8A_2	0
chrX	1348533	1348664	TIMM8A_1	0
chrX	1349885	1349956	BTK_17-BTK_19	0
chrX	1353194	1353351	BTK_16-BTK_18	0
chrX	1353870	1353988	BTK_15-BTK_17	0
chrX	1354630	1354694	BTK_14-BTK_16	0
chrX	1356052	1356268	BTK_15	0
chrX	1356784	1356955	BTK_14	0
chrX	1357509	1357583	BTK_13	0
chrX	1358310	1358437	BTK_12-BTK_13	0
chrX	1358617	1358696	BTK_11-BTK_12	0
chrX	1359293	1359347	BTK_10-BTK_11	0
chrX	1360088	1360150	BTK_10-BTK_9	0
chrX	1360568	1360755	BTK_8-BTK_9	0
chrX	1362173	1362240	BTK_7-BTK_8	0
chrX	1362561	1362689	BTK_6-BTK_7	0
chrX	1369998	1370079	BTK_5-BTK_6	0
chrX	1371633	1371701	BTK_4-BTK_5	0
chrX	1374536	1374634	BTK_3-BTK_4	0
chrX	1375144	1375314	BTK_2-BTK_3	0
chrX	1390478	1390549	BTK_1	0
chrX	1390936	1391046	RPL36A-HNRNPH2_1-RPL36A_1	0
chrX	1391459	1391564	RPL36A-HNRNPH2_2-RPL36A_2	0
chrX	1391755	1391822	RPL36A-HNRNPH2_3-RPL36A_3	0
chrX	1395335	1395496	RPL36A-HNRNPH2_4-RPL36A_4	0
chrX	1395728	1395748	RPL36A_5	0
chrX	1397809	1398099	GLA_6-GLA_7-GLA_8	0
chrX	1398280	1398567	GLA_6-GLA_7	0
chrX	1398785	1398946	GLA_5-GLA_6	0
chrX	1400666	1400757	GLA_4-GLA_5	0
chrX	1401632	1401809	GLA_3-GLA_4	0
chrX	1403811	1403985	GLA_2-GLA_3	0
chrX	1405111	1405233	GLA_2	0
chrX	1407710	1407903	GLA_1	0
chrX	1411936	1413338	HNRNPH2_2-RPL36A-HNRNPH2_4-RPL36A-HNRNPH2_5	0
chrX	1488590	1495462	ARMCX4_6	0
chrX	1552931	1554292	ARMCX1_4	0
chrX	1615718	1616620	ARMCX6_2-ARMCX6_3-ARMCX6_4	0
chrX	1624980	1626119	ARMCX3_5	0
chrX	1655690	1657588	ARMCX2_3-ARMCX2_5-ARMCX2_6	0
chrX	1883510	1884821	ZMAT1_6-ZMAT1_7	0
chrX	1886632	1886731	ZMAT1_5-ZMAT1_6	0
chrX	1897868	1898042	ZMAT1_4-ZMAT1_5	0
chrX	1898119	1898220	ZMAT1_3-ZMAT1_4	0
chrX	1904224	1904330	ZMAT1_2-ZMAT1_3	0
chrX	1918513	1918633	ZMAT1_1-ZMAT1_2	0
chrX	1931717	1932008	ZMAT1_1	0
chrX	2126831	2127514	TCEAL2_3	0
chrX	2140730	2140809	TCEAL6_4	0
chrX	2140812	2141331	TCEAL6_3	0
chrX	2153930	2154265	BEX5_3	0
chrX	2215839	2215965	TCP11X1_1	0
chrX	2217978	2218080	TCP11X1_2	0
chrX	2221541	2221661	TCP11X1_3	0
chrX	2222395	2222615	TCP11X1_4	0
chrX	2223382	2223518	TCP11X1_5	0
chrX	2223765	2223985	TCP11X1_6	0
chrX	2224084	2224265	TCP11X1_7	0
chrX	2225027	2225190	TCP11X1_8	0
chrX	2226365	2226597	TCP11X1_9	0
chrX	2307079	2307121	NXF2_1-NXF2_3	0
chrX	2316963	2317152	NXF2_2-NXF2_4	0
chrX	2317379	2317529	NXF2_3-NXF2_5	0
chrX	2317833	2317916	NXF2_4-NXF2_6	0
chrX	2318028	2318132	NXF2_5-NXF2_7	0
chrX	2318248	2318328	NXF2_6-NXF2_8	0
chrX	2318515	2318584	NXF2_7-NXF2_9	0
chrX	2318741	2318829	NXF2_10-NXF2_8	0
chrX	2318950	2319057	NXF2_11-NXF2_9	0
chrX	2319237	2319346	NXF2_10-NXF2_12	0
chrX	2321025	2321061	NXF2_11-NXF2_13	0
chrX	2321442	2321510	NXF2_12-NXF2_14	0
chrX	2321597	2321652	NXF2_13-NXF2_15	0
chrX	2321784	2321891	NXF2_14-NXF2_16	0
chrX	2322012	2322070	NXF2_15-NXF2_17	0
chrX	2322209	2322324	NXF2_16-NXF2_18	0
chrX	2322420	2322462	NXF2_17-NXF2_19	0
chrX	2323063	2323135	NXF2_18-NXF2_20	0
chrX	2323670	2323852	NXF2_19-NXF2_21	0
chrX	2326263	2326323	NXF2_20-NXF2_22	0
chrX	2326470	2326514	NXF2_21-NXF2_23	0
chrX	2360601	2360645	NXF2B_21-NXF2B_23	0
chrX	2360792	2360852	NXF2B_20-NXF2B_22	0
chrX	2363263	2363445	NXF2B_19-NXF2B_21	0
chrX	2363980	2364052	NXF2B_18-NXF2B_20	0
chrX	2364653	2364695	NXF2B_17-NXF2B_19	0
chrX	2364791	2364906	NXF2B_16-NXF2B_18	0
chrX	2365045	2365103	NXF2B_15-NXF2B_17	0
chrX	2365224	2365331	NXF2B_14-NXF2B_16	0
chrX	2365463	2365518	NXF2B_13-NXF2B_15	0
chrX	2365605	2365673	NXF2B_12-NXF2B_14	0
chrX	2366054	2366090	NXF2B_11-NXF2B_13	0
chrX	2367769	2367878	NXF2B_10-NXF2B_12	0
chrX	2368058	2368165	NXF2B_11-NXF2B_9	0
chrX	2368286	2368374	NXF2B_10-NXF2B_8	0
chrX	2368531	2368600	NXF2B_7-NXF2B_9	0
chrX	2368787	2368867	NXF2B_6-NXF2B_8	0
chrX	2368983	2369087	NXF2B_5-NXF2B_7	0
chrX	2369199	2369282	NXF2B_4-NXF2B_6	0
chrX	2369586	2369736	NXF2B_3-NXF2B_5	0
chrX	2369963	2370152	NXF2B_2-NXF2B_4	0
chrX	2379994	2380036	NXF2B_1-NXF2B_3	0
chrX	2460513	2460745	ENSG00000284800_4-TCP11X2_10	0
chrX	2461920	2462083	ENSG00000284800_3-TCP11X2_9	0
chrX	2462845	2463026	ENSG00000284800_2-TCP11X2_8	0
chrX	2463125	2463345	ENSG00000284800_1-TCP11X2_7	0
chrX	2463592	2463728	TCP11X2_6	0
chrX	2464495	2464715	TCP11X2_5	0
chrX	2465449	2465569	TCP11X2_4	0
chrX	2469033	2469135	TCP11X2_3	0
chrX	2471148	2471274	TCP11X2_2	0
chrX	2514087	2514124	TMSB15A_3	0
chrX	2515064	2515163	TMSB15A_2	0
chrX	2602142	2603818	ARMCX5_1-ARMCX5_2-ARMCX5_4-ARMCX5_6	0
chrX	2653914	2658101	GPRASP1_3-GPRASP1_4-GPRASP1_5-GPRASP1_6	0
chrX	2714870	2717386	GPRASP2_4-GPRASP2_5	0
chrX	2748996	2750639	ARMCX5-GPRASP2_8-BHLHB9_2-BHLHB9_3-BHLHB9_4	0
chrX	2937319	2938155	RAB40AL_1	0
chrX	3062897	3063274	BEX1_3	0
chrX	3076290	3076301	NXF3_19	0
chrX	3077614	3077746	NXF3_18	0
chrX	3078560	3078632	NXF3_17	0
chrX	3079221	3079263	NXF3_16	0
chrX	3079359	3079474	NXF3_15	0
chrX	3079584	3079642	NXF3_14	0
chrX	3079763	3079870	NXF3_13	0
chrX	3080013	3080068	NXF3_12	0
chrX	3080148	3080216	NXF3_11	0
chrX	3080576	3080612	NXF3_10	0
chrX	3082255	3082364	NXF3_9	0
chrX	3082760	3082848	NXF3_8	0
chrX	3083004	3083073	NXF3_7	0
chrX	3083193	3083273	NXF3_6	0
chrX	3083398	3083502	NXF3_5	0
chrX	3083609	3083692	NXF3_4	0
chrX	3084342	3084495	NXF3_3	0
chrX	3084715	3084883	NXF3_2	0
chrX	3092996	3093023	NXF3_1	0
chrX	3216154	3216516	BEX4_2-BEX4_3	0
chrX	3253626	3253979	TCEAL8_2-TCEAL8_3	0
chrX	3273943	3274563	TCEAL5_3	0
chrX	3309590	3309981	BEX2_3	0
chrX	3310358	3310433	BEX2_2	0
chrX	3310583	3310597	BEX2_1	0
chrX	3331404	3331706	TCEAL7_3	0
chrX	3357685	3357999	TCEAL9_1-TCEAL9_2-TCEAL9_3	0
chrX	3377492	3377827	BEX3_2-BEX3_3	0
chrX	3499923	3500756	RAB40A_1-RAB40A_3	0
chrX	3576470	3576532	TCEAL4_1	0
chrX	3577094	3577213	TCEAL4_2	0
chrX	3585625	3585760	TCEAL4_3	0
chrX	3586219	3586301	TCEAL4_4	0
chrX	3586649	3587323	TCEAL4_2-TCEAL4_3-TCEAL4_5	0
chrX	3609065	3609667	TCEAL3_3	0
chrX	3629917	3630396	TCEAL1_3	0
chrX	3676161	3677027	MORF4L2_3-MORF4L2_4	0
chrX	3712259	3712360	TMEM31_2	0
chrX	3713594	3713998	TMEM31_3	0
chrX	3776996	3776999	PLP1_1-PLP1_2	0
chrX	3785582	3785768	PLP1_2-PLP1_3	0
chrX	3786465	3786726	PLP1_3-PLP1_4	0
chrX	3787798	3787966	PLP1_4-PLP1_5	0
chrX	3788437	3788510	PLP1_5-PLP1_6	0
chrX	3789333	3789398	PLP1_6-PLP1_7	0
chrX	3790527	3790598	PLP1_7-PLP1_8	0
chrX	3825179	3825784	RAB9B_3	0
